Antonym,Derived word,ex_japa,example,japanese,level,No,part of speech,Synonym,word,unique id
,bundle up,彼女は服の束を運んだ。,She carried a bundle of clothes.,束、一組,5,2513,名詞,"package, bunch",bundle,1752129542809x955980330382805900
"slowness, sluggishness","speedy, speedometer",彼は高速で走りる。,He runs at a great speed.,速度,2,2522,名詞,"velocity, pace",speed,1752129542812x114314854722175950
"disrespect, contempt","respected, respectful",彼女には大いなる尊敬を抱いている。,I have great respect for her.,尊敬,2,2530,名詞,"admiration, regard",respect,1752129542813x161235798061926100
"enroll, commence","graduation, graduate school",私は来春に大学を卒業する。,I will graduate from university next spring.,卒業する,3,2526,動詞,"complete, finish",graduate,1752129542813x194249207573490940
"die, perish","existence, existential",あなたは宇宙人が存在すると信じているか？,Do you believe that aliens exist?,存在する,3,2529,動詞,"live, be",exist,1752129542813x327257894992983200
"detach, disconnect","attributable, attribution",彼女の成功は努力の結果と言える。,Her success can be attributed to hard work.,属性,5,2524,動詞,"assign, relate, connect",attribute,1752129542813x574298296379937660
"absence, nonexistence","present, presently",彼女が部屋にいることは誰にも気づかれなかった。,Her presence in the room went unnoticed.,存在、臨在,3,2528,名詞,"existence, appearance, attendance",presence,1752129542813x614480890479276700
slowness,velocities,その車の速度は驚くべきものだった。,The velocity of the car was alarming.,速度,7,2523,名詞,"speed, pace, rate",velocity,1752129542813x776523490434453400
"stop, cease","continuation, continuous",彼は海外での勉強を続けることに決めた。,He decided to continue his studies abroad.,続ける,4,2525,動詞,"proceed, persist",continue,1752129542813x837309660198677400
"repair, improvement","damaging, damageable",その嵐は大きな被害をもたらした。,The storm caused a lot of damage.,損害,3,2531,"名詞, 動詞","harm, injury",damage,1752129542813x887684774466619400
"absence, nonexistence","exist, existential",科学者たちは火星上の生命の存在を探求している。,Scientists are exploring the existence of life on Mars.,存在,5,2527,名詞,"presence, life",existence,1752129542813x986887348480025600
"gain, profit","lossless, lose",その会社は今四半期に損失を報告した。,The company reported a loss this quarter.,損失、喪失,3,2532,名詞,"deficit, depletion",loss,1752129543446x296245073804384700
same,"otherwise, otherworldly, otherness",彼は他の子供たちと遊んでいる。,He is playing with other children.,他の,1,2534,形容詞,"different, additional, alternative",other,1752129543446x352935786304495720
few,,多くの人々がコンサートに出席した。,Many people attended the concert.,多くの,1,2535,形容詞,"numerous, a lot of, several",many,1752129543446x523296736583350500
,"multi-functional, multi-purpose",これは多目的ツールだ。,This is a multi-purpose tool.,多くの,3,2536,接頭辞,"many, multiple",multi,1752129543446x686535376248185200
"city, metropolis",villager,その村は山に囲まれている。,The village is nestled in the mountains.,村,2,2533,名詞,"hamlet, community",village,1752129543446x734912126684397200
"completely, totally",somewhat adv,私は幾分疲れている。,I am somewhat tired.,多少、幾分,2,2538,副詞,"slightly, a bit, partially",somewhat,1752129543447x558195258122686500
"local, national",multinationalism,彼は多国籍企業で働いている。,He works for a multinational company.,多国籍の,6,2537,形容詞,"international, global, world-wide",multinational,1752129543447x665089636179992700
"uniformity, monotony","varied, various",図書館には多種多様の本がある。,There is a wide variety of books in the library.,多様性,3,2540,名詞,"diversity, range, assortment",variety,1752129543447x733749405601148700
"uniformity, similarity","diverse, diversification",その都市は文化的多様性で知られている。,The city is known for its cultural diversity.,多様性,5,2541,名詞,"variety, multiplicity",diversity,1752129543447x779875244365513300
"similar, identical, homogeneous","diversity, diversely",その都市は多様な文化で知られている。,The city is known for its diverse culture.,多様な,7,2539,形容詞,"varied, assorted, different",diverse,1752129543447x915636065584948300
"end, terminate, conclude","launching, launcher",彼らは来年新製品を打ち上げる予定だ。,They're planning to launch a new product next year.,打ち上げる,3,2545,動詞,"start, initiate, begin",launch,1752129543450x223275207326166560
"tiny, small, minuscule","volumetric, voluminous",交通量が大幅に増えた。,The volume of traffic has increased significantly.,体積,4,2548,名詞,"size, capacity, amount",volume,1752129543450x256329835912495680
"disagreement, dispute","compromising, compromised",長い議論の末、我々は妥協に達した。,We reached a compromise after a long discussion.,妥協する,4,2544,動詞,"concession, settlement",compromise,1752129543450x273391178133335140
"lunar, nocturnal, nightly","solarize, solarity",太陽エネルギーは再生可能なリソースだ。,Solar energy is a renewable resource.,太陽の,6,2543,形容詞,"sun, photovoltaic, heliacal",solar,1752129543450x298476798049859500
moon,"sunlight, sunny, sunshine",太陽は東から昇りる。,The sun rises in the east.,太陽,1,2542,名詞,"daystar, sol",sun,1752129543450x394903566267970300
"chaotic, disorderly, random","systematically, systematize",この問題を解決するには体系的なアプローチが必要だ。,We need a systematic approach to solve this problem.,体系的な,7,2547,形容詞,"methodical, organized, structured",systematic,1752129543450x410239575277438850
miss,"beater, beatable",彼は大きな音でドラムを叩いた。,He beat the drum loudly.,打つ,3,2546,動詞,"strike, hit, pound",beat,1752129543450x670015077721952300
,"sedimentary, sedimentation",川は堆積物を海へ運ぶ。,The river carries sediment to the sea.,堆積物,8,2549,名詞,"deposit, residue, silt",sediment,1752129543450x789475723547412600
"differ, disagree","correspondence, correspondent",結果は我々の期待と一致しませんでした。,The results did not correspond with our expectations.,対応する,6,2551,動詞,"match, agree",correspond,1752129543451x285435056365548540
,,最終試合はチームA対チームBだった。,The final game was team A versus team B.,対,2,2550,前置詞,"against, in opposition to",versus,1752129543451x567314597109658240
"ally, supporter, teammate","oppose, opposition",彼はチェスの試合で厳しい対戦相手だった。,He was a tough opponent in the chess match.,対戦相手,4,2553,名詞,"rival, adversary, competitor",opponent,1752129543454x379758883880091840
"fail, surrender, yield",coping,彼女は仕事のストレスに対処する方法を学んだ。,She learned to cope with the stress of her job.,対処する,4,2552,動詞,"manage, handle, deal with",cope,1752129543454x381597601802498500
monologue,dialogue,その書籍の対話は現実的だった。,The dialog in the book was realistic.,対話,5,2555,名詞,"conversation, discussion",dialog,1752129543455x319145668322408500
"hurry, rush","waiting, waiter",入口で私を待ってください。,Please wait for me at the entrance.,待つ,1,2558,動詞,"await, hang on",wait,1752129543455x390501411753090200
,attitudinal,彼の仕事に対する態度は非常にポジティブだ。,His attitude towards work is very positive.,態度,2,2560,名詞,"approach, outlook, stance",attitude,1752129543455x636908325445892100
"surrender, yield","bearable, unbearable",私は寒い天候を耐えることができません。,I can't bear the cold weather.,耐える,4,2556,動詞,"endure, tolerate, withstand",bear,1752129543455x642263552788681700
"similarity, likeness","contrasty, contrastive",色彩は互いに鮮やかな対比をなしている。,The colors are in stark contrast to each other.,対比,5,2554,"名詞, 動詞","difference, opposition",contrast,1752129543455x845845323082928800
"active, energetic, industrious","laziness, lazily",私は出かけるのが面倒くさい。,I'm feeling too lazy to go out.,怠惰な,2,2559,形容詞,"idle, sluggish, inactive",lazy,1752129543455x925180566998871000
"whole, block","stripe, stripling",彼は紙を細い帯に切った。,He cut the paper into thin strips.,帯、細長い一片,4,2557,名詞,"belt, band",strip,1752129543455x992984419653377400
"leave, depart","staying, stayed",私は友人の家に滞在する。,I stay at my friend's house.,滞在する,2,2561,動詞,"remain, reside",stay,1752129543456x788431468423911800
